0.0000 30.0000
0.0100 29.8500
0.0200 29.7000
0.0300 29.5500
0.0400 29.4000
0.0500 29.2500
0.0600 29.1000
0.0700 28.9500
0.0800 28.8000
0.0900 28.6500
0.1000 28.5000
0.1100 28.3500
0.1200 28.2000
0.1300 28.0500
0.1400 27.9000
0.1500 27.7500
0.1600 27.6000
0.1700 27.4500
0.1800 27.3000
0.1900 27.1500
0.2000 27.0000
0.2100 26.8500
0.2200 26.7000
0.2300 26.5500
0.2400 26.4000
0.2500 26.2500
0.2600 26.1000
0.2700 25.9500
0.2800 25.8000
0.2900 25.6500
0.3000 25.5000
0.3100 25.3500
0.3200 25.2000
0.3300 25.0500
0.3400 24.9000
0.3500 24.7500
0.3600 24.6000
0.3700 24.4500
0.3800 24.3000
0.3900 24.1500
0.4000 24.0000
0.4100 23.8500
0.4200 23.7000
0.4300 23.5500
0.4400 23.4000
0.4500 23.2500
0.4600 23.1000
0.4700 22.9500
0.4800 22.8000
0.4900 22.6500
0.5000 22.5000
0.5100 22.3500
0.5200 22.2000
0.5300 22.0500
0.5400 21.9000
0.5500 21.7500
0.5600 21.6000
0.5700 21.4500
0.5800 21.3000
0.5900 21.1500
0.6000 21.0000
0.6100 20.8500
0.6200 20.7000
0.6300 20.5500
0.6400 20.4000
0.6500 20.2500
0.6600 20.1000
0.6700 19.9500
0.6800 19.8000
0.6900 19.6500
0.7000 19.5000
0.7100 19.3500
0.7200 19.2000
0.7300 19.0500
0.7400 18.9000
0.7500 18.7500
0.7600 18.6000
0.7700 18.4500
0.7800 18.3000
0.7900 18.1500
0.8000 18.0000
0.8100 17.8500
0.8200 17.7000
0.8300 17.5500
0.8400 17.4000
0.8500 17.2500
0.8600 17.1000
0.8700 16.9500
0.8800 16.8000
0.8900 16.6500
0.9000 16.5000
0.9100 16.3500
0.9200 16.2000
0.9300 16.0500
0.9400 15.9000
0.9500 15.7500
0.9600 15.6000
0.9700 15.4500
0.9800 15.3000
0.9900 15.1500
1.0000 15.0000
